chapter	pdf_pages	section	source_kind	material_type	german	canonical_german	editorial_decision	editorial_note	editorial_references	decision	existing_deck_ids	existing_source_texts	proposed_target_deck_id	review_flags	source_note
6	138	Andere wichtige Wörter	Lernwortschatz	phrase	im Supermarkt	im Supermarkt	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-restoran-belanja		
6	138	Andere wichtige Wörter	Lernwortschatz	phrase	die Spezialität	die Spezialität	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-restoran-belanja	REPEATED_IN_BOOK	
6	139	Vorlieben und Essen	Redemittel	sentence	Essen Sie gern …?	Essen Sie gern …?	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Trinken Sie gern …?	Trinken Sie gern …?	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Isst du gern …?	Isst du gern …?	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Trinkst du gern …?	Trinkst du gern …?	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Was essen Sie gern?	Was essen Sie gern?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Was isst du nicht gern?	Was isst du nicht gern?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Was trinken Sie gern?	Was trinken Sie gern?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Was trinkst du nicht gern?	Was trinkst du nicht gern?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Ja, sehr gern.	Ja, sehr gern.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
6	139	Vorlieben und Essen	Redemittel	sentence	Nein, nicht so gern.	Nein, nicht so gern.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	REPEATED_IN_BOOK	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich esse gern …	Ich esse gern …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich trinke nicht gern …	Ich trinke nicht gern …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich mag … sehr gern.	Ich mag … sehr gern.	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich mag keinen …	Ich mag keinen …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	phrase	Zum Frühstück esse ich …	Zum Frühstück esse ich …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-restoran-belanja	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	phrase	Mittags mag ich …	Mittags mag ich …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-frasa-restoran-belanja	PATTERN_OR_PLACEHOLDER	
6	139	Vorlieben und Essen	Redemittel	sentence	Ich bin satt.	Ich bin satt.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
6	139	Restaurant und Einkauf	Redemittel	sentence	Was möchten Sie bestellen?	Was möchten Sie bestellen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was möchten Sie essen?	Was möchten Sie essen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was möchten Sie trinken?	Was möchten Sie trinken?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ich hätte gern …	Ich hätte gern …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ich möchte …	Ich möchte …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Können Sie mir etwas empfehlen?	Können Sie mir etwas empfehlen?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Wir möchten bezahlen.	Wir möchten bezahlen.	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata		
6	139	Restaurant und Einkauf	Redemittel	sentence	Zusammen oder getrennt?	Zusammen oder getrennt?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was darf es sein?	Was darf es sein?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Sonst noch etwas?	Sonst noch etwas?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ist das alles?	Ist das alles?	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Das macht … Euro.	Das macht … Euro.	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ich brauche …	Ich brauche …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Ich nehme …	Ich nehme …	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Haben Sie …?	Haben Sie …?	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Wie viel kostet …?	Wie viel kostet …?	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	REPEATED_IN_BOOK|PATTERN_OR_PLACEHOLDER	
6	139	Restaurant und Einkauf	Redemittel	sentence	Was kostet …?	Was kostet …?	KEEP_AS_PATTERN_ONLY	Berguna sebagai pola Redemittel, tetapi jangan dimasukkan sebagai kartu final sebelum placeholder diisi dengan contoh natural.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_EXISTING_DECK			de-id-a1-kalimat-nyata	PATTERN_OR_PLACEHOLDER	
7	171	Oberteile	Lernwortschatz	phrase	das T-Shirt	das T-Shirt	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Hemd	das Hemd	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	die Bluse	die Bluse	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Blazer	der Blazer	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Cardigan	der Cardigan	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Pullover / der Pulli	der Pullover / der Pulli	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Hoodie	der Hoodie	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Sweatshirt	das Sweatshirt	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	die Jacke	die Jacke	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Mantel	der Mantel	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Kleid	das Kleid	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Wildlederkleid	das Wildlederkleid	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	der Rock	der Rock, die Röcke	MERGE_BOOK_DUPLICATE	Pertahankan satu kali pada pakaian bagian bawah; kemunculan di Oberteile merupakan salah klasifikasi sumber.	Duden/DWDS: Rock	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	REPEATED_IN_BOOK|NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Dirndl	das Dirndl	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Top	das Top	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	die Weste	die Weste	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Langarmshirt	das Langarmshirt	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	das Poloshirt	das Poloshirt	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Oberteile	Lernwortschatz	phrase	die Strickjacke	die Strickjacke	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencantumkan der Rock juga pada Oberteile; klasifikasi perlu diperiksa
7	171	Unterteile	Lernwortschatz	phrase	die Hose	die Hose	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	die Jeans	die Jeans	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	der Rock	der Rock, die Röcke	MERGE_BOOK_DUPLICATE	Pertahankan satu kali pada pakaian bagian bawah; kemunculan di Oberteile merupakan salah klasifikasi sumber.	Duden/DWDS: Rock	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	REPEATED_IN_BOOK	
7	171	Unterteile	Lernwortschatz	phrase	die kurze Hose	die kurze Hose	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	die Jogginghose	die Jogginghose	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	die Leggings	die Leggings	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	die Stoffhose	die Stoffhose	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	die Cargohose	die Cargohose	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	die Caprihose	die Caprihose	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	die Strumpfhose	die Strumpfhose	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Unterteile	Lernwortschatz	phrase	die Lederhose	die Lederhose	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja		
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	das Kopftuch	das Kopftuch	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Stecknadel	die Stecknadel, die Stecknadeln	CORRECT_AND_ADD	Artikel baku feminin; sumber tercetak/OCR memberi bentuk das. Tambahkan bentuk jamak.	Duden: Stecknadel	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
7	171	Accessoires und Schuhe	Lernwortschatz	phrase	die Brosche	die Brosche	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-pakaian-belanja	NEEDS_EDITORIAL_REVIEW	Sumber mencetak das Stecknadel; bentuk die Stecknadel dicatat sebagai koreksi ekstraksi yang perlu diverifikasi
